num_of_processes,num_of_iterations,length_of_message,max_memory_usage,max_cpu_usage
4,40000,450,27.447296,1.6915982636148383
5,75000,450,34.7136,3.442955555555556
2,10000,250,21.696512,0.708676724137931
5,50000,250,29.810688,2.375923076923077
7,105000,250,40.67328,3.3952836879432624
4,20000,450,27.189248,1.3256496815286625
3,30000,450,24.756224,1.001551282051282
5,75000,450,35.180544,1.669173076923077
1,5000,150,19.2512,0.3414480519480519
4,40000,150,27.172864,1.3433806451612904
8,120000,150,42.725376,2.635696202531645
4,20000,150,26.99264,1.3442193548387096
3,30000,150,24.662016,0.9968535031847134
8,120000,150,43.139072,2.722450980392157
3,15000,350,24.457216,1.3906245551601424
2,20000,350,22.007808,1.5156256062075657
5,75000,350,35.033088,3.7704514522821575
4,20000,150,27.230208,1.3367628205128204
3,30000,150,24.363008,1.0024102564102564
6,90000,150,37.814272,2.015167741935484
2,10000,350,21.958656,0.6740526315789473
6,60000,350,32.50176,2.016632258064516
4,60000,350,32.034816,1.3372411764705885
2,10000,150,21.848064,0.6654904458598726
2,20000,150,21.85216,0.682843137254902
5,75000,150,34.361344,1.668826923076923
3,15000,350,24.53504,0.9971592356687898
5,50000,350,29.728768,1.670448717948718
5,75000,350,34.603008,1.6805225806451611
4,20000,50,27.561984,1.3124347826086955
4,40000,50,27.312128,1.788715302491103
5,75000,50,34.357248,2.141703927492447
4,20000,150,27.21792,2.7738015748031497
4,40000,150,27.127808,2.6629717682020804
6,90000,150,37.216256,2.6059083895853425
3,15000,250,24.461312,2.1031520737327187
3,30000,250,24.82176,1.0111881720430107
4,60000,250,31.649792,2.831925
4,20000,450,27.459584,1.3431548387096774
2,20000,450,22.007808,0.663
5,75000,450,34.340864,1.7127165775401072
4,20000,150,26.836992,1.7287580645161291
6,60000,150,32.948224,2.6114699453551915
8,120000,150,42.950656,4.439034482758621
1,5000,150,18.898944,3.5833223140495867
5,50000,150,29.929472,4.646097636176773
7,105000,150,39.645184,4.10690482398957
4,20000,350,27.11552,3.482916554508748
3,30000,350,24.195072,1.7905106382978722
4,60000,350,31.649792,2.4394347826086955
2,10000,450,21.89312,2.475174736842105
6,60000,450,32.661504,3.316974562798092
6,90000,450,37.486592,18.98645811051693
3,15000,250,24.313856,0.9990576923076924
4,40000,250,27.119616,1.3472129032258064
5,75000,250,34.480128,1.680225806451613
1,5000,250,19.226624,0.3407483870967742
2,20000,250,21.99552,0.6714387096774194
7,105000,250,40.378368,2.4607567567567568
4,20000,450,27.119616,1.3188670886075948
5,50000,450,29.458432,1.6804516129032256
4,60000,450,32.251904,1.3364358974358974
2,10000,450,21.880832,0.9236939890710384
5,50000,450,30.056448,2.256354838709677
6,90000,450,37.240832,7.542978048780488
4,20000,50,26.636288,1.31173125
6,60000,50,32.718848,1.975240506329114
5,75000,50,34.701312,1.707051948051948
4,20000,50,27.283456,1.3365384615384617
3,30000,50,24.264704,1.0051935483870968
4,60000,50,32.0512,1.3269299363057323
4,20000,50,27.107328,1.302925
3,30000,50,24.506368,0.9845192307692308
7,105000,50,40.579072,2.3648258064516128
4,20000,150,27.46368,1.336198717948718
4,40000,150,27.353088,1.433326388888889
7,105000,150,40.349696,2.3132207792207797
1,5000,50,19.345408,0.3271481481481481
6,60000,50,31.875072,1.9463125
7,105000,50,40.603648,2.3604585987261144
4,20000,50,27.308032,1.3277115384615383
2,20000,50,22.016,0.66328125
6,90000,50,37.527552,2.041398773006135
2,10000,450,22.1184,0.6693717948717949
3,30000,450,24.813568,1.0034102564102565
4,60000,450,32.165888,1.360478787878788
1,5000,450,19.001344,0.8688927813163482
6,60000,450,32.305152,3.160542328042328
6,90000,450,37.502976,2.4632983521248915
1,5000,50,19.062784,1.061119496855346
3,30000,50,24.375296,2.749553264604811
4,60000,50,31.772672,2.487278846153846
4,20000,50,27.058176,4.854946202531646
5,50000,50,29.73696,8.527098039215685
5,75000,50,34.459648,6.05592429022082
2,10000,350,21.7088,0.6728903225806451
5,50000,350,30.031872,1.6786
6,90000,350,37.986304,2.04459477124183
4,20000,150,26.697728,1.3358076923076925
6,60000,150,32.776192,2.2114846153846157
6,90000,150,38.088704,2.276345588235294
1,5000,350,19.214336,0.3378516129032258
5,50000,350,30.060544,1.6696858974358977
7,105000,350,40.910848,2.3674117647058823
1,5000,350,19.034112,0.3369487179487179
4,40000,350,27.152384,2.3199289617486336
8,120000,350,43.896832,9.412933429811869
3,15000,50,24.24832,1.0099096774193548
4,40000,50,27.234304,1.310377358490566
4,60000,50,31.58016,1.326923566878981
2,10000,50,22.007808,0.6657898089171975
3,30000,50,24.90368,0.99728025477707
5,75000,50,34.648064,1.652398734177215
3,15000,350,24.4736,1.0090193548387096
6,60000,350,32.669696,2.01621935483871
5,75000,350,34.799616,1.68543125
2,10000,50,21.93408,0.6666114649681529
4,40000,50,27.291648,1.3451032258064517
8,120000,50,43.655168,2.6620192307692307
3,15000,450,24.629248,2.764982848232848
4,40000,450,27.42272,12.882413461538462
8,120000,450,43.921408,18.1233810741688
1,5000,50,18.849792,0.4047926829268292
4,40000,50,27.082752,1.3129367088607593
7,105000,50,40.767488,2.3185286624203822
2,10000,50,21.655552,0.66555625
3,30000,50,24.424448,1.003051282051282
7,105000,50,40.988672,2.3519290322580644
4,20000,50,27.250688,1.3020125
3,30000,50,24.649728,1.0048481012658228
6,90000,50,37.781504,2.020341935483871
4,20000,250,26.78784,1.343948387096774
4,40000,250,27.09504,1.35212987012987
6,90000,250,37.904384,2.02674025974026
3,15000,250,24.383488,0.9946858974358974
6,60000,250,32.505856,2.020567741935484
6,90000,250,37.965824,2.005155844155844
1,5000,450,19.39456,0.4909432835820895
3,30000,450,24.363008,1.1933064312736443
7,105000,450,41.00096,2.651567357512953
1,5000,50,18.956288,0.3306802030456852
3,30000,50,24.84224,0.9833836477987422
7,105000,50,40.656896,2.321254777070064
4,20000,250,27.271168,1.3507290322580645
5,50000,250,29.966336,1.9263525641025645
7,105000,250,40.497152,2.346458064516129
3,15000,150,24.358912,1.1381176470588237
3,30000,150,24.162304,3.271595166163142
4,60000,150,31.543296,2.4067261306532663
